武蔵野市	東京都	35.7040757	139.5751623
水戸市	茨城県	36.3684506	140.4716151
汐留	東京都港区	35.6629619	139.7591708
江戸川区	東京都	35.7009672	139.8721501
江東区	東京都	35.6727623	139.8090704
池袋	東京都豊島区	35.7339217	139.7068126
沼津市	静岡県	35.0710831	138.8774854
津市	三重県	34.6653516	136.3777405
浅草	東京都台東区	35.7166265	139.7953205
浜松市	静岡県	34.7543633	137.6618776
浦和区	埼玉県さいたま市	35.8709695	139.6505780
浪速区	大阪府大阪市	34.6590112	135.4966432
淀川区	大阪府大阪市	34.7300012	135.4874609
清水区	静岡県静岡市	35.0524700	138.5126886
渋谷区	東京都	35.6624587	139.6998025
港区	東京都	35.6560127	139.7344249
灘区	兵庫県神戸市	34.7299462	135.2295082
熊本市	熊本県	32.8081185	130.7394167
熱海市	静岡県	35.0928028	139.0907489
生野区	大阪府大阪市	34.6553260	135.5366460
甲府市	山梨県	35.6044086	138.5729843
町田市	東京都	35.5476288	139.4405232
盛岡市	岩手県	39.6980227	141.0903641
目黒区	東京都	35.6352561	139.6945375
相模原市	神奈川県	35.5540127	139.2936054
祇園	京都府京都市東山区	35.0038831	135.7764481
神戸市	兵庫県	34.7030903	135.2144077
神田	東京都千代田区	35.6968136	139.7662592
福井市	福井県	36.0643171	136.1295480
福山市	広島県	34.4458283	133.3562833
福岡市	福岡県	33.5840992	130.3983160
福島区	大阪府大阪市	34.6933837	135.4849916
秋田市	秋田県	39.6953340	140.1048301
秋葉原電気街	東京都千代田区	35.7002994	139.7724800
稲毛区	千葉県千葉市	35.6430024	140.1040946
立川市	東京都	35.7103570	139.3957622
練馬区	東京都	35.7450439	139.6305091
船橋市	千葉県	35.6976677	139.9901887
荒川区	東京都	35.7394039	139.7742039
荻窪	東京都杉並区	35.6998810	139.6207938
葛飾区	東京都	35.7511034	139.8500906
藤沢市	神奈川県	35.3512922	139.4520425
西京区	京都府京都市	34.9837833	135.6840528
西区	大阪府大阪市	34.6800661	135.4894071
西宮市	兵庫県	34.7814402	135.3017729
西成区	大阪府大阪市	34.6373821	135.4977863
西新宿	東京都新宿区	35.6896515	139.6921682
調布市	東京都	35.6620405	139.5627297
豊中市	大阪府	34.7794277	135.4768646
豊島区	東京都	35.7313788	139.7178660
豊橋市	愛知県	34.7250560	137.3713862
豊田市	愛知県	35.0750845	137.2251265
赤坂	東京都港区	35.6726848	139.7366387
足立区	東京都	35.7714177	139.7818218
那覇市	沖縄県	26.2193084	127.6936619
野毛町	神奈川県横浜市中区	35.4477427	139.6288984
金沢市	石川県	36.5722581	136.6613277
銀座	東京都中央区	35.6718969	139.7653404
鎌倉市	神奈川県	35.3150860	139.5303734
長岡市	新潟県	37.5172535	138.8212532
長崎市	長崎県	32.7787154	129.8242999
長野市	長野県	36.6476486	138.0858939
門司区	福岡県北九州市	33.9278882	130.9527415
阿倍野区	大阪府大阪市	34.6354067	135.5147725
難波	大阪府大阪市中央区	34.6659740	135.5003470
静岡市	静岡県	35.0655510	138.4455196
高井戸	東京都杉並区	35.6781956	139.6263706
高円寺北	東京都杉並区	35.7073706	139.6495711
高崎市	群馬県	36.3508903	138.9786287
高松市	香川県	34.2966253	134.0525369
高槻市	大阪府	34.8911849	135.6213704
高知市	高知県	33.5380667	133.5400204
鳥取市	鳥取県	35.5147825	134.1468844
鶴見区	神奈川県横浜市	35.5138750	139.6710642
鹿児島市	鹿児島県	31.5509556	130.5301483
麻布	東京都港区	35.6593059	139.7337486
